model_output,target,scores,scores_inserts
izintomizibulethile bukhona manje,"Izintombi zibulethile, bukhona manje.","['111111111111111111111111111111111', '111111111111111111111111111111111', '111111111111111111111111111111111']","['[]', '[]', '[]']"
izintombi zibulethile bukhonamanje,"Izintombi zibulethile, bukhona manje.",['111111111111111111111111111111111'],['[]']
izithombi zibolele bukhona manje,"Izintombi zibulethile, bukhona manje.",['111101111111011100111011111111111'],['[]']
izintombi zibhulalathela [bukhonamanje,"Izintombi zibulethile, bukhona manje.",['111111111111111011111111111111111'],"['[""15""]']"
izintombi zibulethile bukhonamanje,"Izintombi zibulethile, bukhona manje.",['111111111111011111111111111111111'],['[]']
lzonthombi zibulethile bakhonamanje,"Izintombi zibulethile, bukhona manje.",['110101111111011111111001111111111'],['[]']
iziithombi zibuhleli bukhona manje,"Izintombi zibulethile, bukhona manje.",['111101111111110100001111111111111'],['[]']
akhanamthwana,Akanamntwana.,"['101111101111', '101111101111']","['[]', '[]']"
akhanamnthwana,Akanamntwana.,"['111111101111', '101111101111']","['[]', '[]']"
akhantwana,Akanamntwana.,"['101100101111', '101000111111']","['[]', '[]']"
akanamntwana,Akanamntwana.,"['111111111111', '111111111111']","['[]', '[]']"
akanamcwana,Akanamntwana.,['111111111111'],['[]']
akanamntwana,Akanamntwana.,['111111111111'],['[]']
akanamntwana,Akanamntwana.,['111111111111'],['[]']
akhanamanthwana,Akanamntwana.,"['111110101111', '111110101111']","['[]', '[""5""]']"
akhanamatwana,Akanamntwana.,['111111111111'],"['[""6""]']"
akha namnt wana,Akanamntwana.,['111111111111'],['[]']
akhanamntwana,Akanamntwana.,"['111111111111', '111111111111']","['[]', '[]']"
akha na abanthwana,Akanamntwana.,['101110011111'],"['[""5"", ""6"", ""7""]']"
unebhanshi nebulukwe nehembe,Unebhantshi nebhulukwe nehembe.,['111111111111011111111111111'],['[]']
unembanjii nebulukhwe nehembe,Unebhantshi nebhulukwe nehembe.,"['111010111111011101111111111', '111001111111011111111111111', '111011111111011101111111111']","['[]', '[]', '[""3""]']"
uneibhanshi nebhulukhiwe ngehembi,Unebhantshi nebhulukwe nehembe.,['111111111111111111111111111'],"['[""3"", ""17"", ""21""]']"
unebhantshi nebhulukwe nehembe,Unebhantshi nebhulukwe nehembe.,"['111111111111111111111111111', '111111111111111111111111111', '111111111111111111111111111']","['[]', '[]', '[]']"
unebhantshi nebhulukwe nehembe,Unebhantshi nebhulukwe nehembe.,['111111111111111111111111111'],['[]']
unebhatshi nebhulukwe nempe,Unebhantshi nebhulukwe nehembe.,['111110111111111101111101111'],['[]']
unebhantshi nebhulukwe nehembe,Unebhantshi nebhulukwe nehembe.,['111111111111111111111111111'],['[]']
unbashinti nibulukwe nehembe,Unebhantshi nebhulukwe nehembe.,['100000001110111111111111111'],['[]']
unebhantshi nepukhullwe nehemba,Unebhantshi nebhulukwe nehembe.,['111111111111110000011111110'],"['[""14""]']"
unebhantshi nebolukwe nehembe,Unebhantshi nebhulukwe nehembe.,['111111111111111111111111111'],['[]']
unebhangchi nebulukhwe nehembe,Unebhantshi nebhulukwe nehembe.,['111111111111111101111111111'],['[]']
unebhashini ngelukhuwe ngih,Unebhantshi nebhulukwe nehembe.,['111111100101001111111111111'],"['[""7"", ""8"", ""9"", ""11"", ""13""]']"
ngithanda ukubonga,Nithanda ukubonga.,"['111111111110111', '111111111011111', '111111111010111']","['[]', '[""9""]', '[]']"
nithan da ukubonga,Nithanda ukubonga.,"['111111111111111', '111111111111111']","['[]', '[]']"
iinthanda ukubonga,Nithanda ukubonga.,['011111111010111'],['[]']
nithanda ukubonga,Nithanda ukubonga.,"['111111111111111', '111111111111111']","['[]', '[]']"
nithanda ukubonga,Nithanda ukubonga.,['111111111111111'],['[]']
nithanda ukubonga,Nithanda ukubonga.,['111111111111111'],['[]']
nithan da ukubonga,Nithanda ukubonga.,['111111111111111'],['[]']
nithanda ukubonga,Nithanda ukubonga.,"['111111111011111', '111111111111111', '111111111110111']","['[]', '[]', '[]']"
nithanda uko ponga,Nithanda ukubonga.,['111111111011111'],['[]']
nithan da ukubonga,Nithanda ukubonga.,['111111111010111'],['[]']
nithanda ukubonga,Nithanda ukubonga.,['111111111110111'],['[]']
inthanda ukubongna,Nithanda ukubonga.,['101111111010111'],['[]']
ambakhe manje,Hamba-ke manje.,"['1111111111111', '1111101111111']","['[]', '[]']"
ambake manje,Hamba-ke manje.,['1111101111111'],['[]']
hambake manje,Hamba-ke manje.,"['1111101111111', '1111101111111']","['[]', '[]']"
hamba ke manje,Hamba-ke manje.,"['1111111111111', '1111111111111']","['[]', '[]']"
hambake manje,Hamba-ke manje.,"['1111111111111', '1111111111111']","['[]', '[]']"
amba ke manje,Hamba-ke manje.,"['0111111111111', '0111111111111']","['[]', '[]']"
mbake manje,Hamba-ke manje.,['0111111111111'],['[]']
hambaki manje,Hamba-ke manje.,"['1111111111111', '1111100111111']","['[]', '[]']"
hamba ke manje,Hamba-ke manje.,['1111111111111'],['[]']
hamba ke manje,Hamba-ke manje.,['1111101111111'],['[]']
hamba ke manje,Hamba-ke manje.,"['1111111111111', '1111101111111']","['[]', '[]']"
uhamba ne manje,Hamba-ke manje.,['1111100111111'],"['[""0""]']"
ubani igama lakho,Ubani igama lakho?,['1011111111111111'],['[]']
ubani igama lakho,Ubani igama lakho?,"['1111111111111111', '1111111111111111', '1011111111111111']","['[]', '[]', '[]']"
ubhani igama lakho,Ubani igama lakho?,['1011111111111111'],['[]']
ubani igama lakho,Ubani igama lakho?,"['1111111111111111', '1111111111111111', '1111111111111111']","['[]', '[]', '[]']"
ubani igama lakho,Ubani igama lakho?,"['1111111111111111', '1111111111111111']","['[]', '[]']"
uban igama lakho,Ubani igama lakho?,"['1111111111111111', '1111111111111111']","['[]', '[]']"
ubani igama lakho,Ubani igama lakho?,['1111111111111111'],['[]']
ubhali igama lakho,Ubani igama lakho?,['1011111111111111'],['[]']
ubani igama lakho,Ubani igama lakho?,['1011111111111111'],['[]']
ubani igama lakho,Ubani igama lakho?,['1011111111111111'],['[]']
ubani igama lakho,Ubani igama lakho?,['1011111011111111'],['[]']
uhambe ngiya icallo,Ubani igama lakho?,['SKIPPED'],[None]
iyathengisa,Siyathengisa.,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
siyathingisa,Siyathengisa.,"['1111111111', '1111111111']","['[]', '[]']"
siyathengisa,Siyathengisa.,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
siyathengisa,Siyathengisa.,"['1111111111', '1111111111']","['[]', '[]']"
yathengisa,Siyathengisa.,"['1111111111', '0111111111']","['[]', '[]']"
siyathengisa,Siyathengisa.,['1111111111'],['[]']
siyathengisa,Siyathengisa.,['1111111111'],['[]']
siyathengisa,Siyathengisa.,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
siyathengisa,Siyathengisa.,['1111111111'],['[]']
siyathengisa,Siyathengisa.,['1111111111'],['[]']
siyathengisa,Siyathengisa.,['1111111111'],['[]']
siathenges,Siyathengisa.,['1111111010'],['[]']
isofika,Sizofika.,"['11111101', '11111101']","['[]', '[]']"
sizofika,Sizofika.,['11111111'],['[]']
sizofika,Sizofika.,['11111101'],['[]']
izofika,Sizofika.,"['11111111', '11111111', '11111111']","['[]', '[]', '[]']"
izofika,Sizofika.,"['11111111', '00111111']","['[]', '[]']"
sizofika,Sizofika.,"['11111111', '11111111']","['[]', '[]']"
sizofika,Sizofika.,"['11111111', '11111111']","['[]', '[]']"
sizofika,Sizofika.,"['11111101', '11111111']","['[]', '[]']"
sizofika,Sizofika.,['11111101'],['[]']
sizofika,Sizofika.,['11111111'],['[]']
sizofika,Sizofika.,['11111101'],['[]']
izipika,Sizofika.,['SKIPPED'],[None]
ikhuluma ngami,Ukhuluma ngami.,['011111111111'],"['[""8""]']"
ukhuluma ngami,Ukhuluma ngami.,"['111111111111', '111111111111', '111111111111']","['[]', '[]', '[]']"
ukhu luma ngami,Ukhuluma ngami.,"['111111111111', '111111111111']","['[]', '[]']"
ukhuluma ngami,Ukhuluma ngami.,['111111111111'],['[]']
ukhuluma ngami,Ukhuluma ngami.,"['111111111111', '111111111111']","['[]', '[]']"
ukhuluma ngami,Ukhuluma ngami.,['111111111111'],['[]']
ukhuluma ngami,Ukhuluma ngami.,"['111111111111', '111111111111']","['[]', '[]']"
ukhuluma ingigame,Ukhuluma ngami.,['111111110111'],"['[""8""]']"
ukhuluma ngami,Ukhuluma ngami.,['111111111111'],['[]']
ukhu luma ngami,Ukhuluma ngami.,['111111111111'],['[]']
ukhuluma ngami,Ukhuluma ngami.,['111111111111'],['[]']
ukhu lumangami,Ukhuluma ngami.,['111111111111'],['[]']
abafazi becele inyama emnandimanje,Abafazi bacela inyama emnandi manje.,['1111111111111111111111111111111111'],['[]']
abafazibhacela inyama emnandimanje,Abafazi bacela inyama emnandi manje.,['1111111101111111111111111111111111'],['[]']
abafazi becela inyama nanimanje,Abafazi bacela inyama emnandi manje.,"['1111111111111111111111111111111111', '1111111111111111111110111111111111', '1111111111111111111110111111111111']","['[]', '[]', '[]']"
abafazi becela inyamaemnandimanje,Abafazi bacela inyama emnandi manje.,['1111111111111111111111111111111111'],['[]']
abafazi becela inyamaomnandimanje,Abafazi bacela inyama emnandi manje.,['1111111111111111111111111111111111'],['[]']
abafazi becela inyamaemnandimanje,Abafazi bacela inyama emnandi manje.,"['1111111111111111111111111111111111', '1111111111111111111111111111111111']","['[]', '[]']"
abafazi becela inyamaemnandimanje,Abafazi bacela inyama emnandi manje.,['1111111111111111111111111111111111'],['[]']
abafazibhasitele inyama inanimanje,Abafazi bacela inyama emnandi manje.,"['1111111111001111111110011111111111', '1011111101011011111110111111111111']","['[]', '[]']"
abafazi bixela iyamaiminangimanje,Abafazi bacela inyama emnandi manje.,['1111111111111111011110111111111111'],"['[""23""]']"
abafazi becela inyamaemnandimanje,Abafazi bacela inyama emnandi manje.,['1111111111111111111111111111111111'],['[]']
abafazibecela inyamaimnandimanje,Abafazi bacela inyama emnandi manje.,['1111111111111111111110111111111111'],['[]']
abafazi bencela nyamangihambemanje,Abafazi bacela inyama emnandi manje.,['1111111111111111111110000010111111'],['[]']
ngizobuya lapha kusasa,Ngizobuya lapha kusasa.,['11111111111111011111'],['[]']
ingizobuya lapha kusasa,Ngizobuya lapha kusasa.,['11111111111111011101'],"['[""0""]']"
ingizobuya lapha kusasa,Ngizobuya lapha kusasa.,['11110111111111011111'],['[]']
ngizobuya lapha kusasa,Ngizobuya lapha kusasa.,"['11111111111111111111', '11111111111111111111']","['[]', '[]']"
ngizobuya lapha kusasa,Ngizobuya lapha kusasa.,"['11111111111111111111', '11111111111111111111']","['[]', '[]']"
ngizobuya lapha kusasa,Ngizobuya lapha kusasa.,"['11111111111111111111', '11111111111111111111']","['[]', '[""0""]']"
ngizobuya lapha kusasa,Ngizobuya lapha kusasa.,['11111111111111111111'],['[]']
ingizobuya lapha kusasa,Ngizobuya lapha kusasa.,['11111111111111111111'],"['[""0""]']"
ingizobuya lapha kusasa,Ngizobuya lapha kusasa.,['01110111111111011111'],"['[""0""]']"
ngizobuya lapa kusasa,Ngizobuya lapha kusasa.,['11110111111111011111'],['[]']
ngizobuya lapha kusasa,Ngizobuya lapha kusasa.,['11110111111111011111'],"['[""0""]']"
ngizobaya lapha kushasha,Ngizobuya lapha kusasa.,"['11111011111111111111', '11111011111111110101']","['[""5"", ""17"", ""20""]', '[]']"
nyaba sizakhakhulu na,Niyabasiza kakhulu na?,"['11111111111011111111', '11111111111011111111', '11111111111111111111']","['[]', '[""11""]', '[]']"
niyabasizakhakhulu na,Niyabasiza kakhulu na?,['11111111111111111111'],['[]']
ngiyabhasisa kakhulu na,Niyabasiza kakhulu na?,"['01111111111011111111', '11111111111011111111', '01110111111011111111']","['[]', '[]', '[]']"
niyabasiza kakhulu na,Niyabasiza kakhulu na?,"['11111111111111111111', '11111111111111111111']","['[]', '[]']"
niyabasiza kakhulu na,Niyabasiza kakhulu na?,"['11111111111111111111', '11111111111111111111']","['[]', '[]']"
niyaba siza kakhuluna,Niyabasiza kakhulu na?,['11111111111111111111'],['[]']
yaba siza kakhuluna,Niyabasiza kakhulu na?,['11111111111111111111'],['[]']
ingiya bhasiza kakhuluna,Niyabasiza kakhulu na?,"['00110111111011111111', '01110111111011111111']","['[]', '[""0""]']"
niyubha siza khakhuluna,Niyabasiza kakhulu na?,['11111111111111111111'],['[]']
niyabasiza khakhulu na,Niyabasiza kakhulu na?,['11110111111011111111'],['[]']
niyaba siza kakhuluna,Niyabasiza kakhulu na?,['11110111111011111111'],['[]']
ngiyabasiza kakhulu na,Niyabasiza kakhulu na?,['01111111111111111111'],"['[""0""]']"
isisha sikhona,Isitsha sikhona.,"['1111111111111', '1111111111111']","['[]', '[]']"
isija sikhona,Isitsha sikhona.,"['1111011111111', '1111111111111']","['[]', '[]']"
isi tsha sikhona,Isitsha sikhona.,"['1110011111111', '1110011111111']","['[]', '[]']"
isit sha sikhona,Isitsha sikhona.,"['1111111111111', '1111111111111']","['[]', '[]']"
isitsha sikhona,Isitsha sikhona.,"['1111111111111', '1111111111111']","['[]', '[]']"
isitsha sikhona,Isitsha sikhona.,"['1111111111111', '1111111111111']","['[]', '[]']"
isitsha sikhona,Isitsha sikhona.,['1111111111111'],['[]']
ishitha sikhona,Isitsha sikhona.,"['1110011111111', '1010011111111']","['[]', '[]']"
izisha sikhona,Isitsha sikhona.,['1011111111111'],['[]']
isija sikhona,Isitsha sikhona.,['1111111111111'],['[]']
isitsha sikhona,Isitsha sikhona.,['1111111111111'],['[]']
isita sikhona,Isitsha sikhona.,['1111111111111'],"['[""3""]']"
ngiyawufuna imphela umsebenzi,Ngiyawufuna impela umsebenzi.,"['111111111111101111111111111', '111111111111101111111111111']","['[]', '[]']"
ngiyawufuna imphela umsebenzi,Ngiyawufuna impela umsebenzi.,['111111111111111111111111111'],['[]']
ingiyawufuna impela umsebenzsi,Ngiyawufuna impela umsebenzi.,['111111111111101111111001111'],"['[""0""]']"
ngiyawufuna impela umsebenzi,Ngiyawufuna impela umsebenzi.,"['111111111111111111111111111', '111111111111111111111111111', '111111111111111111111111111']","['[]', '[]', '[]']"
ngiyawofuna impela umsebenzi,Ngiyawufuna impela umsebenzi.,"['111111111111111111111111111', '111111111111111111111111111', '111111111111111111111111111']","['[]', '[]', '[]']"
ngiyawufuna impela umsebenzi,Ngiyawufuna impela umsebenzi.,"['111111111111111111111111111', '111111111111111111111111111']","['[]', '[]']"
ngiyawafuna impela umsebenzi,Ngiyawufuna impela umsebenzi.,['111110111111111111111111111'],['[]']
ingiyaufuna imphela umsebenzi,Ngiyawufuna impela umsebenzi.,"['111111111111101111111111111', '111111111111111111111111111', '111111111111101111111101111']","['[]', '[]', '[""0""]']"
nikiyafuna uphila umsebenzi,Ngiyawufuna impela umsebenzi.,['011100111111101111111111111'],['[]']
ngiyawufuna impela umsebenzi,Ngiyawufuna impela umsebenzi.,"['111111111111111111111111111', '111111111111111111111000111']","['[]', '[]']"
ngiyawufuna imphela umsebenzi,Ngiyawufuna impela umsebenzi.,['111111111111101111111101111'],['[]']
ngiyakhomfuna imphela umsebenzi,Ngiyawufuna impela umsebenzi.,['111101111111101111111001111'],['[]']
uyakhala,Uyakhala.,"['1111111', '1111111', '1111111']","['[]', '[]', '[]']"
uyakhala,Uyakhala.,"['1111111', '1111111']","['[]', '[]']"
uyakhala,Uyakhala.,['1111111'],['[]']
uyakhala,Uyakhala.,"['1111111', '1111111', '1111111']","['[]', '[]', '[]']"
uyakhala,Uyakhala.,"['1111111', '1111111']","['[]', '[]']"
uyakhala,Uyakhala.,['1111111'],['[]']
uyakhala,Uyakhala.,['1111111'],['[]']
uyakhashla,Uyakhala.,"['1111101', '1111101']","['[]', '[]']"
uyakhala,Uyakhala.,['1111111'],['[]']
uyakhala,Uyakhala.,['1111111'],['[]']
uyakhala,Uyakhala.,"['1111111', '1111111']","['[]', '[]']"
uya ka hlala,Uyakhala.,['1111111'],"['[""5""]']"
busa ukuhlupha umthwana,Musa ukuhlupha umntwana.,"['111111011111111101111', '111111110111111111111', '111111011111111101111']","['[]', '[]', '[]']"
musa ukuhlupha umnthwana,Musa ukuhlupha umntwana.,"['111111111111111101111', '111111111111111100111', '111111111111111101111']","['[]', '[""17""]', '[]']"
musa ukuhlupha mntwana,Musa ukuhlupha umntwana.,"['111111111111111101111', '111111111111111101111', '111111111111111101111']","['[]', '[""17""]', '[]']"
musa ukuhlupha umntwana,Musa ukuhlupha umntwana.,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
musa ukuhlupha umntwana,Musa ukuhlupha umntwana.,"['111111111111111111111', '111111111111111111111', '111111111111111111111']","['[]', '[]', '[]']"
musa ukuhlupha umntwane,Musa ukuhlupha umntwana.,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
musa ukuhlupha umntwana,Musa ukuhlupha umntwana.,['111111111111111111111'],['[]']
musa ukuhlulupha mnthwana,Musa ukuhlupha umntwana.,['111111010111111101111'],"['[""10""]']"
musa ukulupha umcwana,Musa ukuhlupha umntwana.,['111111010111111001111'],['[]']
musa ukuhlubha umntwana,Musa ukuhlupha umntwana.,['111111111111111111111'],['[]']
musa ukuhlupha mntwana,Musa ukuhlupha umntwana.,['111111011111111101111'],['[]']
umusa ukholupha umthwana,Musa ukuhlupha umntwana.,['111111010111100001111'],"['[""0""]']"
ngiya waletha manje,Ngiyawaletha manje.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
ngiyawa letha manje,Ngiyawaletha manje.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
ngiya waletha manje,Ngiyawaletha manje.,"['1111111111111111', '1111111111111111', '1111111111111111']","['[]', '[]', '[]']"
ngiyawa letha manje,Ngiyawaletha manje.,['0111111111111111'],['[]']
ngiyawa letha manje,Ngiyawaletha manje.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
ngiyawa letha mandla,Ngiyawaletha manje.,"['1111111111111111', '1111111111111111', '1111111111111111']","['[]', '[]', '[]']"
ngiyawa letha manje,Ngiyawaletha manje.,['1111111111111111'],['[]']
ingiya waletha manje,Ngiyawaletha manje.,['1111111111111111'],['[]']
ningiyawalatha manje,Ngiyawaletha manje.,['1111111011111111'],"['[""0""]']"
ngiya waletha manje,Ngiyawaletha manje.,['1111111111111111'],['[]']
ngiya waletha manje,Ngiyawaletha manje.,['1111111111111111'],"['[""0""]']"
ingiya walethu manje,Ngiyawaletha manje.,['1111111110111111'],"['[""0""]']"
yangihlekhana,Niyangihleka na?,['1111111101111'],['[]']
niyangihlekana,Niyangihleka na?,"['1111111111111', '1111111101111']","['[]', '[]']"
ngiyagi hlekha na,Niyangihleka na?,"['0111011101111', '0111111111111']","['[]', '[""0""]']"
niya ngihleka na,Niyangihleka na?,['1111111111111'],['[]']
niyangihleka na,Niyangihleka na?,['1111111111111'],['[]']
niya ngihleka naw,Niyangihleka na?,"['1111111111111', '1111111111111']","['[]', '[]']"
niya ngihlekana,Niyangihleka na?,"['1111111111111', '1111111111111']","['[]', '[]']"
niyangishlekana,Niyangihleka na?,['1111110111111'],['[]']
niyangilekha na,Niyangihleka na?,['1111110101111'],['[]']
niya ngihleka na,Niyangihleka na?,['1111111111111'],['[]']
niyangihlekana,Niyangihleka na?,['1111111111111'],['[]']
engiya gihleka na,Niyangihleka na?,['0011111111111'],"['[""0""]']"
ukhwamba amanga imphela,Uqamba amanga impela.,['1011111111111110111'],['[]']
uqamba amanga impela,Uqamba amanga impela.,"['1111111111111111111', '1111111111111110111']","['[]', '[]']"
oxwaba amanga imphela,Uqamba amanga impela.,['1011111111111110111'],['[]']
ucamba amanga empela,Uqamba amanga impela.,"['1011111111101111111', '1011111111011111111']","['[]', '[]']"
xamba amanga empela,Uqamba amanga impela.,"['1111111111111111111', '1011111111111111111']","['[""0""]', '[]']"
aqamba amanga empela,Uqamba amanga impela.,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
uqamba amanga empela,Uqamba amanga impela.,['1111111111111111111'],['[]']
